ID_Transaccion,ID_Socio,ID_Producto,Fecha,Monto_Final,Metodo_Pago
TRX-100292,SOC-3614,PROD-502,2025-01-22,1300.0,Transferencia SPEI
TRX-100293,SOC-3329,PROD-506,2024-12-29,550.0,Efectivo
TRX-100294,SOC-3223,PROD-507,2026-04-24,750.0,Transferencia SPEI
TRX-100295,SOC-2832,PROD-501,2026-01-28,650.0,Tarjeta de Crédito
TRX-100296,SOC-2775,PROD-505,2024-11-09,480.0,Tarjeta de Débito
TRX-100297,SOC-3406,PROD-502,2024-10-23,1300.0,Efectivo
TRX-100298,SOC-3512,PROD-505,2024-07-20,480.0,Tarjeta de Débito
TRX-100299,SOC-2318,PROD-505,2025-09-13,425.9,Transferencia SPEI
TRX-100300,SOC-2405,PROD-502,2025-05-24,1300.0,Tarjeta de Débito
TRX-100301,SOC-3451,PROD-505,2024-05-31,480.0,Efectivo
TRX-100302,SOC-3757,PROD-503,2025-11-27,6999.0,Efectivo
TRX-100303,SOC-3660,PROD-512,2026-03-24,35.0,Transferencia SPEI
TRX-100304,SOC-2393,PROD-509,2024-04-04,400.0,Efectivo
TRX-100305,SOC-2477,PROD-505,2025-03-30,480.0,Transferencia SPEI
TRX-100306,SOC-2670,PROD-502,2024-02-02,1300.0,Tarjeta de Débito
TRX-100307,SOC-3107,PROD-504,2026-01-16,950.0,Efectivo
TRX-100308,SOC-3037,PROD-512,2024-07-29,35.0,Transferencia SPEI
TRX-100309,SOC-2208,PROD-501,2024-11-01,650.0,Tarjeta de Débito
TRX-100310,SOC-2180,PROD-504,2024-11-21,950.0,Tarjeta de Crédito
TRX-100311,SOC-3377,PROD-512,2024-10-28,35.0,Efectivo
TRX-100312,SOC-3427,PROD-508,2024-03-20,250.0,Efectivo
TRX-100313,SOC-2780,PROD-504,2026-04-05,950.0,Tarjeta de Débito
TRX-100314,SOC-2535,PROD-508,2025-10-05,224.06,Tarjeta de Débito
TRX-100315,SOC-3773,PROD-504,2024-09-05,950.0,Tarjeta de Crédito
TRX-100316,SOC-2663,PROD-505,2024-04-20,480.0,Transferencia SPEI
TRX-100317,SOC-3116,PROD-510,2024-05-24,75.0,Tarjeta de Crédito
TRX-100318,SOC-2067,PROD-507,2025-07-06,606.01,Tarjeta de Débito
TRX-100319,SOC-2699,PROD-509,2025-12-05,324.25,Tarjeta de Débito
TRX-100320,SOC-2710,PROD-508,2024-05-01,250.0,Transferencia SPEI
TRX-100321,SOC-3174,PROD-511,2024-04-12,50.0,Efectivo
TRX-100322,SOC-2875,PROD-512,2024-06-29,35.0,Tarjeta de Débito
TRX-100323,SOC-3223,PROD-510,2024-07-19,67.85,Tarjeta de Crédito
TRX-100324,SOC-3495,PROD-507,2024-12-12,688.09,Transferencia SPEI
TRX-100325,SOC-2228,PROD-504,2025-02-28,950.0,Tarjeta de Débito
TRX-100326,SOC-3739,PROD-507,2024-03-24,750.0,Transferencia SPEI
TRX-100327,SOC-3692,PROD-501,2024-11-22,650.0,Tarjeta de Crédito
TRX-100328,SOC-2928,PROD-511,2024-01-21,50.0,Tarjeta de Crédito
TRX-100329,SOC-2784,PROD-508,2024-03-21,211.22,Transferencia SPEI
TRX-100330,SOC-2009,PROD-507,2025-09-12,750.0,Tarjeta de Débito
TRX-100331,SOC-2491,PROD-502,2024-06-27,1081.06,Tarjeta de Débito
TRX-100332,SOC-3754,PROD-501,2025-11-09,650.0,Transferencia SPEI
TRX-100333,SOC-2288,PROD-510,2025-03-12,75.0,Tarjeta de Crédito
TRX-100334,SOC-3750,PROD-501,2024-10-06,575.5699999999999,Tarjeta de Crédito
TRX-100335,SOC-2134,PROD-510,2026-02-13,75.0,Transferencia SPEI
TRX-100336,SOC-2909,PROD-509,2025-10-09,400.0,Transferencia SPEI
TRX-100337,SOC-3414,PROD-505,2025-05-18,480.0,Efectivo
TRX-100338,SOC-3596,PROD-502,2025-09-14,1300.0,Tarjeta de Débito
TRX-100339,SOC-2706,PROD-504,2024-05-03,950.0,Tarjeta de Débito
TRX-100340,SOC-2669,PROD-501,2024-09-23,650.0,Efectivo
TRX-100341,SOC-2890,PROD-502,2024-10-29,1300.0,Tarjeta de Débito
TRX-100342,SOC-2101,PROD-504,2025-09-09,950.0,Tarjeta de Crédito
TRX-100343,SOC-3732,PROD-507,2025-05-03,750.0,Tarjeta de Débito
TRX-100344,SOC-2902,PROD-507,2026-04-18,750.0,Efectivo
TRX-100345,SOC-3192,PROD-505,2024-04-01,480.0,Tarjeta de Débito
TRX-100346,SOC-3352,PROD-501,2025-09-23,650.0,Tarjeta de Crédito
TRX-100347,SOC-2837,PROD-511,2026-01-18,43.68,Tarjeta de Débito
TRX-100348,SOC-2329,PROD-509,2026-02-12,400.0,Tarjeta de Crédito
TRX-100349,SOC-2238,PROD-504,2024-06-01,950.0,Transferencia SPEI
TRX-100350,SOC-2996,PROD-509,2024-08-09,400.0,Tarjeta de Débito
TRX-100351,SOC-2416,PROD-506,2025-07-02,550.0,Tarjeta de Débito
TRX-100352,SOC-3265,PROD-510,2024-04-20,75.0,Transferencia SPEI
TRX-100353,SOC-3588,PROD-508,2025-02-23,250.0,Tarjeta de Débito
TRX-100354,SOC-3049,PROD-507,2025-12-21,750.0,Tarjeta de Crédito
TRX-100355,SOC-2291,PROD-506,2025-12-30,550.0,Tarjeta de Débito
TRX-100356,SOC-2465,PROD-508,2025-12-09,250.0,Transferencia SPEI
TRX-100357,SOC-2830,PROD-503,2025-05-29,6999.0,Efectivo
TRX-100358,SOC-2946,PROD-502,2026-04-07,1300.0,Tarjeta de Crédito
TRX-100359,SOC-3305,PROD-506,2025-09-03,550.0,Tarjeta de Débito
TRX-100360,SOC-2400,PROD-510,2024-10-02,75.0,Efectivo
TRX-100361,SOC-2871,PROD-511,2025-08-04,50.0,Tarjeta de Débito
TRX-100362,SOC-3030,PROD-511,2024-05-11,50.0,Transferencia SPEI
TRX-100363,SOC-2483,PROD-501,2025-09-13,650.0,Transferencia SPEI
TRX-100364,SOC-3442,PROD-503,2025-06-17,6999.0,Tarjeta de Débito
TRX-100365,SOC-2249,PROD-508,2025-08-17,250.0,Tarjeta de Débito
TRX-100366,SOC-2450,PROD-502,2024-11-15,1300.0,Efectivo
TRX-100367,SOC-2540,PROD-503,2024-03-13,6999.0,Tarjeta de Débito
TRX-100368,SOC-3480,PROD-501,2025-08-16,650.0,Transferencia SPEI
TRX-100369,SOC-2302,PROD-505,2024-05-26,480.0,Tarjeta de Débito
TRX-100370,SOC-3013,PROD-505,2024-02-03,480.0,Tarjeta de Débito
TRX-100371,SOC-2326,PROD-512,2025-11-16,35.0,Transferencia SPEI
TRX-100372,SOC-3619,PROD-501,2024-07-24,650.0,Transferencia SPEI
TRX-100373,SOC-2883,PROD-507,2026-04-13,750.0,Tarjeta de Crédito
TRX-100374,SOC-2103,PROD-508,2026-03-19,250.0,Transferencia SPEI
TRX-100375,SOC-3169,PROD-510,2025-05-15,75.0,Efectivo
TRX-100376,SOC-3194,PROD-501,2025-02-08,650.0,Tarjeta de Débito
TRX-100377,SOC-3570,PROD-502,2025-09-28,1300.0,Efectivo
TRX-100378,SOC-2999,PROD-503,2026-04-26,6999.0,Tarjeta de Crédito
TRX-100379,SOC-2575,PROD-507,2024-04-15,750.0,Efectivo
TRX-100380,SOC-2557,PROD-502,2025-12-30,1300.0,Transferencia SPEI
TRX-100381,SOC-2103,PROD-509,2024-06-05,400.0,Tarjeta de Crédito
TRX-100382,SOC-2108,PROD-510,2024-05-26,75.0,Efectivo
TRX-100383,SOC-3551,PROD-512,2024-08-03,35.0,Efectivo
TRX-100384,SOC-2368,PROD-510,2025-12-05,75.0,Efectivo
TRX-100385,SOC-3604,PROD-512,2024-04-05,35.0,Tarjeta de Débito
TRX-100386,SOC-3382,PROD-508,2024-06-29,250.0,Efectivo
TRX-100387,SOC-3451,PROD-506,2025-01-14,550.0,Tarjeta de Crédito
TRX-100388,SOC-2987,PROD-509,2024-07-11,400.0,Efectivo
TRX-100389,SOC-2518,PROD-510,2025-05-21,75.0,Tarjeta de Débito
TRX-100390,SOC-2642,PROD-507,2025-07-11,750.0,Tarjeta de Crédito
TRX-100391,SOC-3689,PROD-507,2024-08-25,750.0,Tarjeta de Crédito
TRX-100392,SOC-3591,PROD-511,2025-07-25,50.0,Tarjeta de Débito
TRX-100393,SOC-3496,PROD-507,2024-12-16,609.12,Tarjeta de Crédito
TRX-100394,SOC-3461,PROD-505,2025-07-28,480.0,Efectivo
TRX-100395,SOC-3146,PROD-503,2024-10-28,6605.86,Transferencia SPEI
TRX-100396,SOC-3628,PROD-501,2025-02-19,650.0,Tarjeta de Débito
TRX-100397,SOC-3355,PROD-512,2024-09-26,35.0,Efectivo
TRX-100398,SOC-2413,PROD-506,2025-10-16,550.0,Tarjeta de Crédito
TRX-100399,SOC-3791,PROD-505,2024-05-01,480.0,Transferencia SPEI
TRX-100400,SOC-3515,PROD-511,2024-07-18,50.0,Tarjeta de Crédito
TRX-100401,SOC-3538,PROD-512,2025-10-07,29.27,Transferencia SPEI
TRX-100402,SOC-2228,PROD-509,2026-01-06,400.0,Efectivo
TRX-100403,SOC-3282,PROD-509,2024-06-12,357.03,Efectivo
TRX-100404,SOC-2889,PROD-511,2024-07-11,50.0,Tarjeta de Crédito
TRX-100405,SOC-2138,PROD-509,2025-01-20,400.0,Efectivo
TRX-100406,SOC-3383,PROD-502,2025-11-08,1300.0,Efectivo
TRX-100407,SOC-3115,PROD-501,2024-06-06,650.0,Tarjeta de Crédito
TRX-100408,SOC-3110,PROD-509,2024-09-03,400.0,Transferencia SPEI
TRX-100409,SOC-2013,PROD-511,2024-05-23,50.0,Tarjeta de Débito
TRX-100410,SOC-2922,PROD-510,2024-11-20,75.0,Tarjeta de Débito
TRX-100411,SOC-2867,PROD-505,2024-10-03,480.0,Efectivo
TRX-100412,SOC-3241,PROD-511,2025-11-28,50.0,Tarjeta de Débito
TRX-100413,SOC-3599,PROD-508,2025-12-11,250.0,Transferencia SPEI
TRX-100414,SOC-2510,PROD-510,2025-08-02,75.0,Tarjeta de Crédito
TRX-100415,SOC-2628,PROD-501,2025-11-10,650.0,Tarjeta de Débito
TRX-100416,SOC-3276,PROD-503,2024-02-28,6999.0,Transferencia SPEI
TRX-100417,SOC-3298,PROD-506,2025-09-29,496.04,Efectivo
TRX-100418,SOC-3232,PROD-511,2024-01-25,50.0,Tarjeta de Débito
TRX-100419,SOC-3572,PROD-508,2024-05-21,250.0,Transferencia SPEI
TRX-100420,SOC-3261,PROD-504,2025-09-21,950.0,Efectivo
TRX-100421,SOC-2051,PROD-507,2026-01-05,750.0,Tarjeta de Crédito
TRX-100422,SOC-2437,PROD-509,2024-07-07,400.0,Tarjeta de Débito
TRX-100423,SOC-3680,PROD-504,2026-02-18,950.0,Efectivo
TRX-100424,SOC-3760,PROD-503,2025-12-09,6999.0,Transferencia SPEI
TRX-100425,SOC-2802,PROD-509,2025-09-22,400.0,Tarjeta de Crédito
TRX-100426,SOC-2483,PROD-509,2025-01-05,400.0,Tarjeta de Débito
TRX-100427,SOC-3514,PROD-503,2024-01-28,5935.05,Efectivo
TRX-100428,SOC-3300,PROD-512,2025-12-10,35.0,Tarjeta de Débito
TRX-100429,SOC-3390,PROD-505,2024-11-06,480.0,Tarjeta de Débito
TRX-100430,SOC-3007,PROD-510,2024-05-24,68.2,Tarjeta de Débito
TRX-100431,SOC-2215,PROD-512,2026-04-23,35.0,Transferencia SPEI
TRX-100432,SOC-2029,PROD-504,2025-11-25,887.87,Transferencia SPEI
TRX-100433,SOC-2935,PROD-506,2025-09-22,550.0,Tarjeta de Crédito
TRX-100434,SOC-2706,PROD-505,2026-02-05,480.0,Tarjeta de Crédito
TRX-100435,SOC-3176,PROD-502,2024-01-27,1300.0,Tarjeta de Crédito
TRX-100436,SOC-2361,PROD-501,2025-12-08,650.0,Efectivo
TRX-100437,SOC-2471,PROD-511,2025-05-13,41.79,Efectivo
TRX-100438,SOC-2308,PROD-510,2025-04-09,75.0,Tarjeta de Débito
TRX-100439,SOC-3675,PROD-508,2024-11-30,250.0,Efectivo
TRX-100440,SOC-2319,PROD-507,2024-08-07,750.0,Efectivo
TRX-100441,SOC-3012,PROD-510,2025-03-12,75.0,Tarjeta de Crédito
TRX-100442,SOC-2426,PROD-512,2024-01-24,35.0,Tarjeta de Crédito
TRX-100443,SOC-2715,PROD-502,2025-04-23,1300.0,Transferencia SPEI
TRX-100444,SOC-3712,PROD-509,2025-09-29,400.0,Efectivo
TRX-100445,SOC-2337,PROD-508,2024-10-19,250.0,Efectivo
TRX-100446,SOC-3748,PROD-504,2024-08-07,950.0,Tarjeta de Débito
TRX-100447,SOC-3151,PROD-503,2025-10-16,6999.0,Tarjeta de Débito
TRX-100448,SOC-2815,PROD-506,2025-02-11,550.0,Tarjeta de Crédito
TRX-100449,SOC-3225,PROD-512,2024-11-29,35.0,Efectivo
TRX-100450,SOC-3195,PROD-512,2025-08-03,35.0,Tarjeta de Débito
TRX-100451,SOC-2154,PROD-505,2025-05-25,480.0,Tarjeta de Crédito
TRX-100452,SOC-3559,PROD-508,2025-03-13,250.0,Transferencia SPEI
TRX-100453,SOC-3559,PROD-509,2025-12-28,400.0,Tarjeta de Crédito
TRX-100454,SOC-2715,PROD-507,2024-10-26,750.0,Tarjeta de Débito
TRX-100455,SOC-3113,PROD-507,2024-11-15,750.0,Transferencia SPEI
TRX-100456,SOC-2856,PROD-510,2025-01-01,75.0,Tarjeta de Débito
TRX-100457,SOC-3387,PROD-508,2025-05-12,250.0,Tarjeta de Débito
TRX-100458,SOC-2241,PROD-509,2025-02-20,400.0,Efectivo
TRX-100459,SOC-2812,PROD-508,2025-09-05,250.0,Transferencia SPEI
TRX-100460,SOC-2574,PROD-506,2024-03-09,474.15999999999997,Efectivo
TRX-100461,SOC-2642,PROD-510,2024-05-20,75.0,Tarjeta de Débito
TRX-100462,SOC-2846,PROD-509,2025-04-12,327.65,Transferencia SPEI
TRX-100463,SOC-2538,PROD-507,2025-09-17,750.0,Tarjeta de Débito
TRX-100464,SOC-2095,PROD-512,2025-07-12,29.17,Transferencia SPEI
TRX-100465,SOC-2835,PROD-501,2025-12-10,650.0,Transferencia SPEI
TRX-100466,SOC-2452,PROD-509,2025-12-22,400.0,Tarjeta de Crédito
TRX-100467,SOC-3034,PROD-506,2024-02-02,550.0,Efectivo
TRX-100468,SOC-2856,PROD-503,2026-02-20,6999.0,Efectivo
TRX-100469,SOC-3760,PROD-511,2025-10-16,50.0,Tarjeta de Crédito
TRX-100470,SOC-2370,PROD-506,2024-06-27,459.31,Tarjeta de Crédito
TRX-100471,SOC-3150,PROD-501,2024-06-27,650.0,Tarjeta de Débito
TRX-100472,SOC-2544,PROD-512,2026-04-19,35.0,Tarjeta de Crédito
TRX-100473,SOC-3009,PROD-507,2024-09-06,750.0,Efectivo
TRX-100474,SOC-3785,PROD-505,2025-06-07,480.0,Transferencia SPEI
TRX-100475,SOC-3291,PROD-502,2024-11-18,1300.0,Tarjeta de Crédito
TRX-100476,SOC-3379,PROD-510,2024-12-02,75.0,Tarjeta de Crédito
TRX-100477,SOC-3496,PROD-509,2024-11-16,400.0,Tarjeta de Crédito
TRX-100478,SOC-2679,PROD-509,2025-11-07,400.0,Efectivo
TRX-100479,SOC-2888,PROD-510,2024-12-21,75.0,Tarjeta de Débito
TRX-100480,SOC-3561,PROD-511,2025-10-25,50.0,Tarjeta de Débito
TRX-100481,SOC-2294,PROD-503,2025-07-17,6999.0,Tarjeta de Débito
TRX-100482,SOC-2163,PROD-503,2024-01-08,6999.0,Efectivo
TRX-100483,SOC-2135,PROD-509,2024-04-01,400.0,Tarjeta de Débito
TRX-100484,SOC-3545,PROD-510,2025-04-13,75.0,Efectivo
TRX-100485,SOC-2251,PROD-502,2024-10-21,1300.0,Transferencia SPEI
TRX-100486,SOC-2490,PROD-504,2025-03-09,950.0,Efectivo
TRX-100487,SOC-3783,PROD-501,2024-11-18,650.0,Tarjeta de Débito
TRX-100488,SOC-3378,PROD-506,2025-09-11,550.0,Efectivo
TRX-100489,SOC-3267,PROD-511,2025-04-08,50.0,Tarjeta de Débito
TRX-100490,SOC-2127,PROD-501,2025-12-22,650.0,Transferencia SPEI
TRX-100491,SOC-2752,PROD-509,2024-07-31,400.0,Tarjeta de Débito
TRX-100492,SOC-2733,PROD-510,2026-01-23,75.0,Efectivo
TRX-100493,SOC-2034,PROD-512,2024-11-02,35.0,Tarjeta de Débito
TRX-100494,SOC-3667,PROD-502,2025-06-10,1300.0,Transferencia SPEI
TRX-100495,SOC-2657,PROD-505,2025-08-06,422.5,Transferencia SPEI
TRX-100496,SOC-2357,PROD-506,2024-12-02,491.71,Efectivo
TRX-100497,SOC-2686,PROD-502,2025-09-12,1195.01,Tarjeta de Débito
TRX-100498,SOC-3710,PROD-508,2026-02-16,250.0,Efectivo
TRX-100499,SOC-3713,PROD-508,2026-04-28,250.0,Transferencia SPEI
TRX-100500,SOC-3347,PROD-501,2025-11-29,650.0,Transferencia SPEI
TRX-100501,SOC-3203,PROD-505,2024-04-25,480.0,Tarjeta de Débito
TRX-100502,SOC-3672,PROD-502,2024-06-24,1300.0,Tarjeta de Débito
TRX-100503,SOC-3615,PROD-509,2024-07-28,400.0,Tarjeta de Débito
TRX-100504,SOC-3591,PROD-506,2025-08-25,550.0,Tarjeta de Crédito
TRX-100505,SOC-2993,PROD-508,2026-01-24,222.15,Tarjeta de Crédito
TRX-100506,SOC-2280,PROD-507,2025-09-05,750.0,Efectivo
TRX-100507,SOC-3681,PROD-506,2025-02-01,550.0,Tarjeta de Débito
TRX-100508,SOC-3225,PROD-501,2025-03-21,650.0,Tarjeta de Crédito
TRX-100509,SOC-3019,PROD-507,2024-05-07,693.41,Tarjeta de Crédito
TRX-100510,SOC-2726,PROD-502,2025-11-04,1055.04,Tarjeta de Débito
TRX-100511,SOC-2749,PROD-510,2025-12-26,75.0,Efectivo
TRX-100512,SOC-2685,PROD-508,2024-07-29,250.0,Tarjeta de Débito
TRX-100513,SOC-2399,PROD-509,2024-12-20,400.0,Transferencia SPEI
TRX-100514,SOC-2411,PROD-504,2025-05-03,950.0,Tarjeta de Débito
TRX-100515,SOC-3213,PROD-512,2024-03-28,35.0,Transferencia SPEI
TRX-100516,SOC-3448,PROD-509,2025-05-24,400.0,Efectivo
TRX-100517,SOC-3150,PROD-509,2024-03-31,400.0,Efectivo
TRX-100518,SOC-2246,PROD-512,2024-08-24,35.0,Transferencia SPEI
TRX-100519,SOC-3250,PROD-506,2025-11-15,550.0,Tarjeta de Crédito
TRX-100520,SOC-2414,PROD-502,2024-09-29,1300.0,Tarjeta de Débito
TRX-100521,SOC-2167,PROD-511,2025-03-28,44.01,Efectivo
TRX-100522,SOC-2297,PROD-508,2025-05-30,250.0,Transferencia SPEI
TRX-100523,SOC-2492,PROD-504,2026-02-02,950.0,Efectivo
TRX-100524,SOC-3724,PROD-509,2026-01-12,339.5,Tarjeta de Crédito
TRX-100525,SOC-2354,PROD-512,2024-02-21,35.0,Tarjeta de Crédito
TRX-100526,SOC-2371,PROD-501,2024-11-08,650.0,Tarjeta de Débito
TRX-100527,SOC-3350,PROD-512,2024-09-01,35.0,Efectivo
TRX-100528,SOC-3237,PROD-508,2025-06-11,250.0,Efectivo
TRX-100529,SOC-2851,PROD-505,2025-08-23,480.0,Efectivo
TRX-100530,SOC-3645,PROD-501,2026-03-31,650.0,Tarjeta de Crédito
TRX-100531,SOC-3370,PROD-506,2025-09-29,550.0,Efectivo
TRX-100532,SOC-3441,PROD-511,2024-07-09,50.0,Tarjeta de Crédito
TRX-100533,SOC-2273,PROD-505,2026-02-22,452.85,Efectivo
TRX-100534,SOC-3105,PROD-511,2026-04-29,50.0,Tarjeta de Crédito
TRX-100535,SOC-3745,PROD-511,2026-03-15,43.79,Tarjeta de Débito
TRX-100536,SOC-2430,PROD-505,2024-02-05,480.0,Efectivo
TRX-100537,SOC-3720,PROD-506,2026-01-26,550.0,Tarjeta de Crédito
TRX-100538,SOC-2681,PROD-512,2026-04-06,35.0,Transferencia SPEI
TRX-100539,SOC-2458,PROD-504,2024-09-08,950.0,Efectivo
TRX-100540,SOC-2477,PROD-507,2025-05-27,750.0,Tarjeta de Crédito
TRX-100541,SOC-2097,PROD-502,2025-10-05,1300.0,Tarjeta de Crédito
TRX-100542,SOC-3256,PROD-512,2025-05-13,35.0,Tarjeta de Débito
TRX-100543,SOC-2590,PROD-507,2024-06-28,669.15,Transferencia SPEI
TRX-100544,SOC-2018,PROD-511,2024-02-24,50.0,Efectivo
TRX-100545,SOC-3053,PROD-503,2024-04-18,6999.0,Tarjeta de Débito
TRX-100546,SOC-2021,PROD-508,2026-03-04,250.0,Transferencia SPEI
TRX-100547,SOC-2583,PROD-512,2025-10-13,35.0,Tarjeta de Crédito
TRX-100548,SOC-2797,PROD-503,2026-04-28,6999.0,Efectivo
TRX-100549,SOC-3550,PROD-512,2024-09-08,35.0,Tarjeta de Débito
TRX-100550,SOC-2090,PROD-511,2024-04-12,45.47,Transferencia SPEI
TRX-100551,SOC-3110,PROD-512,2026-04-20,35.0,Efectivo
TRX-100552,SOC-3209,PROD-503,2026-04-19,6999.0,Tarjeta de Débito
TRX-100553,SOC-3042,PROD-510,2025-08-30,75.0,Tarjeta de Débito
TRX-100554,SOC-3370,PROD-512,2025-08-20,35.0,Transferencia SPEI
TRX-100555,SOC-2289,PROD-506,2024-10-28,550.0,Tarjeta de Crédito
TRX-100556,SOC-3350,PROD-501,2024-10-22,650.0,Tarjeta de Débito
TRX-100557,SOC-2258,PROD-511,2024-04-20,50.0,Tarjeta de Débito
TRX-100558,SOC-2844,PROD-504,2025-08-05,950.0,Efectivo
TRX-100559,SOC-2539,PROD-507,2024-11-29,680.61,Tarjeta de Débito
TRX-100560,SOC-2625,PROD-507,2025-12-11,750.0,Transferencia SPEI
TRX-100561,SOC-2634,PROD-509,2024-03-10,400.0,Tarjeta de Débito
TRX-100562,SOC-2328,PROD-506,2024-05-17,550.0,Transferencia SPEI
TRX-100563,SOC-2611,PROD-507,2024-11-21,750.0,Tarjeta de Crédito
TRX-100564,SOC-2051,PROD-505,2024-08-31,480.0,Transferencia SPEI
TRX-100565,SOC-3143,PROD-505,2024-06-07,388.38,Efectivo
TRX-100566,SOC-2459,PROD-507,2025-12-20,750.0,Transferencia SPEI
TRX-100567,SOC-2697,PROD-505,2025-06-23,480.0,Tarjeta de Crédito
TRX-100568,SOC-2999,PROD-508,2025-05-10,250.0,Tarjeta de Crédito
TRX-100569,SOC-3533,PROD-508,2026-01-25,223.92000000000002,Tarjeta de Crédito
TRX-100570,SOC-2335,PROD-505,2024-04-28,480.0,Tarjeta de Débito
TRX-100571,SOC-3562,PROD-501,2026-01-03,650.0,Tarjeta de Crédito
TRX-100572,SOC-2564,PROD-502,2024-07-09,1300.0,Tarjeta de Crédito
TRX-100573,SOC-2370,PROD-504,2025-04-11,950.0,Efectivo
TRX-100574,SOC-2911,PROD-505,2024-03-11,480.0,Tarjeta de Débito
TRX-100575,SOC-2444,PROD-508,2024-02-20,250.0,Efectivo
TRX-100576,SOC-3753,PROD-507,2024-08-29,750.0,Transferencia SPEI
TRX-100577,SOC-2934,PROD-504,2024-08-19,950.0,Tarjeta de Crédito
TRX-100578,SOC-2199,PROD-501,2025-06-27,650.0,Tarjeta de Crédito
TRX-100579,SOC-3312,PROD-508,2025-01-09,250.0,Tarjeta de Crédito
TRX-100580,SOC-2851,PROD-504,2024-06-11,950.0,Tarjeta de Débito
TRX-100581,SOC-3639,PROD-506,2024-04-12,550.0,Tarjeta de Débito
TRX-100582,SOC-3568,PROD-509,2025-07-31,400.0,Efectivo
TRX-100583,SOC-3081,PROD-502,2024-04-12,1300.0,Tarjeta de Débito
TRX-100584,SOC-2372,PROD-509,2024-05-02,400.0,Tarjeta de Crédito
TRX-100585,SOC-2585,PROD-503,2026-03-09,6999.0,Transferencia SPEI
TRX-100586,SOC-2523,PROD-504,2024-07-24,950.0,Tarjeta de Débito
TRX-100587,SOC-2696,PROD-504,2026-04-10,950.0,Tarjeta de Crédito
TRX-100588,SOC-2582,PROD-510,2025-11-24,75.0,Efectivo
TRX-100589,SOC-3575,PROD-510,2025-03-31,71.11,Efectivo
TRX-100590,SOC-3698,PROD-510,2025-11-22,75.0,Tarjeta de Crédito
TRX-100591,SOC-2597,PROD-503,2024-10-10,6999.0,Efectivo
TRX-100592,SOC-3774,PROD-501,2025-09-19,650.0,Transferencia SPEI
TRX-100593,SOC-2461,PROD-502,2025-01-20,1300.0,Tarjeta de Crédito
TRX-100594,SOC-2601,PROD-511,2024-08-20,43.63,Transferencia SPEI
TRX-100595,SOC-3567,PROD-503,2024-11-09,6999.0,Tarjeta de Crédito
TRX-100596,SOC-3719,PROD-510,2026-01-24,65.78,Tarjeta de Crédito
TRX-100597,SOC-2172,PROD-503,2025-01-09,6999.0,Transferencia SPEI
TRX-100598,SOC-3230,PROD-502,2024-02-21,1068.97,Tarjeta de Crédito
TRX-100599,SOC-2965,PROD-503,2024-10-14,6999.0,Tarjeta de Débito
TRX-100600,SOC-2362,PROD-501,2025-03-27,650.0,Efectivo
TRX-100601,SOC-2729,PROD-503,2026-04-15,6999.0,Tarjeta de Crédito
TRX-100602,SOC-2175,PROD-502,2026-03-03,1300.0,Transferencia SPEI
TRX-100603,SOC-3038,PROD-510,2024-12-31,66.69,Efectivo
TRX-100604,SOC-2219,PROD-509,2024-02-19,363.44,Efectivo
TRX-100605,SOC-3539,PROD-503,2025-04-22,6999.0,Efectivo
TRX-100606,SOC-2240,PROD-511,2024-05-09,50.0,Transferencia SPEI
TRX-100607,SOC-2282,PROD-506,2025-04-27,550.0,Efectivo
TRX-100608,SOC-2069,PROD-501,2024-08-08,650.0,Transferencia SPEI
TRX-100609,SOC-3537,PROD-509,2024-12-23,400.0,Tarjeta de Débito
TRX-100610,SOC-2490,PROD-510,2026-03-08,75.0,Transferencia SPEI
TRX-100611,SOC-3317,PROD-504,2025-07-15,950.0,Transferencia SPEI
TRX-100612,SOC-3309,PROD-502,2026-02-01,1300.0,Tarjeta de Débito
TRX-100613,SOC-3643,PROD-506,2025-05-29,490.46,Efectivo
TRX-100614,SOC-2362,PROD-502,2024-06-27,1300.0,Efectivo
TRX-100615,SOC-3098,PROD-503,2024-07-15,6999.0,Transferencia SPEI
TRX-100616,SOC-2275,PROD-506,2026-04-25,511.0,Efectivo
TRX-100617,SOC-3524,PROD-504,2026-02-11,950.0,Efectivo
TRX-100618,SOC-2316,PROD-507,2024-06-05,750.0,Efectivo
TRX-100619,SOC-2744,PROD-501,2025-01-27,650.0,Tarjeta de Débito
TRX-100620,SOC-3141,PROD-512,2024-06-27,35.0,Tarjeta de Crédito
TRX-100621,SOC-3770,PROD-503,2025-08-12,6999.0,Tarjeta de Débito
TRX-100622,SOC-3739,PROD-507,2024-12-10,750.0,Tarjeta de Débito
TRX-100623,SOC-3013,PROD-507,2024-08-15,750.0,Transferencia SPEI
TRX-100624,SOC-3233,PROD-502,2024-10-31,1300.0,Efectivo
TRX-100625,SOC-2423,PROD-507,2024-12-12,750.0,Tarjeta de Débito
TRX-100626,SOC-2325,PROD-504,2025-03-27,950.0,Tarjeta de Débito
TRX-100627,SOC-2895,PROD-507,2025-04-07,750.0,Tarjeta de Crédito
TRX-100628,SOC-2343,PROD-507,2025-12-15,750.0,Efectivo
TRX-100629,SOC-3010,PROD-505,2025-10-21,480.0,Efectivo
TRX-100630,SOC-2569,PROD-506,2026-02-08,550.0,Tarjeta de Crédito
TRX-100631,SOC-3549,PROD-503,2024-10-28,6999.0,Tarjeta de Crédito
TRX-100632,SOC-3418,PROD-501,2025-01-03,650.0,Transferencia SPEI
