ID_Socio,Edad,Genero,Ciudad,Fecha_Inscripcion,Estatus
SOC-3355,19,Otro,CDMX,2024-08-30,Activo
SOC-3356,26,Otro,Guadalajara,2024-11-03,Inactivo
SOC-3357,69,Masculino,Guadalajara,2024-05-09,Cancelado
SOC-3358,56,Femenino,Mérida,2025-05-10,Activo
SOC-3359,63,Otro,Monterrey,2024-08-04,Activo
SOC-3360,42,Femenino,Puebla,2024-05-09,Activo
SOC-3361,31,Femenino,Monterrey,2024-12-12,Cancelado
SOC-3362,51,Otro,Puebla,2024-10-26,Activo
SOC-3363,24,Masculino,Querétaro,2024-12-05,Activo
SOC-3364,41,Otro,Mérida,2024-10-31,Activo
SOC-3365,56,Femenino,Monterrey,2024-12-16,Activo
SOC-3366,24,Femenino,CDMX,2024-06-21,Activo
SOC-3367,35,Otro,Monterrey,2025-03-17,Activo
SOC-3368,35,Femenino,Mérida,2024-12-30,Cancelado
SOC-3369,59,Femenino,Guadalajara,2024-03-17,Activo
SOC-3370,51,Masculino,CDMX,2025-02-16,Activo
SOC-3371,69,Otro,Puebla,2024-12-04,Cancelado
SOC-3372,38,Otro,Guadalajara,2025-01-04,Activo
SOC-3373,19,Otro,Puebla,2024-05-31,Inactivo
SOC-3374,34,Femenino,Puebla,2024-07-17,Activo
SOC-3375,65,Masculino,Querétaro,2024-12-28,Activo
SOC-3376,54,Masculino,Monterrey,2025-01-06,Inactivo
SOC-3377,63,Masculino,Mérida,2024-09-30,Activo
SOC-3378,58,Femenino,Mérida,2024-07-02,Activo
SOC-3379,50,Femenino,Tijuana,2024-03-28,Activo
SOC-3380,60,Otro,Guadalajara,2024-05-30,Activo
SOC-3381,24,Femenino,Guadalajara,2025-01-14,Activo
SOC-3382,34,Otro,Tijuana,2024-10-13,Activo
SOC-3383,66,Masculino,Mérida,2025-04-05,Cancelado
SOC-3384,39,Otro,CDMX,2024-04-23,Activo
SOC-3385,40,Masculino,Mérida,2025-03-22,Activo
SOC-3386,37,Femenino,Tijuana,2025-03-30,Activo
SOC-3387,39,Femenino,Monterrey,2024-10-26,Inactivo
SOC-3388,36,Femenino,Tijuana,2024-03-01,Activo
SOC-3389,48,Masculino,Tijuana,2024-11-20,Cancelado
SOC-3390,55,Otro,Querétaro,2024-02-06,Activo
SOC-3391,48,Masculino,Querétaro,2024-03-02,Activo
SOC-3392,61,Femenino,Querétaro,2024-06-01,Activo
SOC-3393,44,Masculino,Tijuana,2025-03-13,Activo
SOC-3394,27,Masculino,Guadalajara,2024-06-24,Activo
SOC-3395,44,Otro,Puebla,2024-03-14,Activo
SOC-3396,38,Otro,Guadalajara,2025-02-02,Inactivo
SOC-3397,23,Femenino,Monterrey,2024-11-19,Activo
SOC-3398,29,Femenino,Mérida,2024-01-30,Activo
SOC-3399,18,Femenino,Monterrey,2024-04-17,Activo
SOC-3400,66,Masculino,Querétaro,2025-01-26,Activo
SOC-3401,28,Femenino,Tijuana,2025-01-25,Activo
SOC-3402,67,Masculino,Guadalajara,2024-11-10,Activo
SOC-3403,45,Otro,Puebla,2024-07-25,Activo
SOC-3404,45,Femenino,Puebla,2024-01-03,Activo
SOC-3405,20,Otro,Guadalajara,2025-01-09,Activo
SOC-3406,41,Masculino,Monterrey,2025-01-22,Activo
SOC-3407,51,Masculino,CDMX,2024-12-12,Inactivo
SOC-3408,18,Otro,Mérida,2024-05-07,Inactivo
SOC-3409,32,Otro,Monterrey,2024-06-08,Activo
SOC-3410,26,Masculino,Puebla,2024-09-14,Inactivo
SOC-3411,55,Femenino,Guadalajara,2024-02-03,Activo
SOC-3412,70,Masculino,Monterrey,2025-04-30,Activo
SOC-3413,36,Femenino,Mérida,2024-09-23,Activo
SOC-3414,56,Otro,Monterrey,2024-08-10,Activo
SOC-3415,61,Masculino,Monterrey,2025-04-06,Activo
SOC-3416,49,Femenino,Tijuana,2024-04-06,Cancelado
SOC-3417,28,Femenino,CDMX,2024-04-26,Activo
SOC-3418,32,Otro,Guadalajara,2024-04-18,Activo
SOC-3419,64,Masculino,Querétaro,2024-09-15,Activo
SOC-3420,28,Masculino,Monterrey,2024-12-30,Cancelado
SOC-3421,59,Masculino,Puebla,2025-03-24,Activo
SOC-3422,58,Femenino,Tijuana,2024-09-30,Activo
SOC-3423,57,Masculino,Querétaro,2024-01-25,Activo
SOC-3424,60,Masculino,Mérida,2025-03-04,Activo
SOC-3425,19,Masculino,Mérida,2024-02-29,Cancelado
SOC-3426,44,Femenino,Puebla,2024-03-04,Cancelado
SOC-3427,53,Femenino,Puebla,2024-12-25,Activo
SOC-3428,27,Masculino,Mérida,2024-12-17,Cancelado
SOC-3429,58,Masculino,Monterrey,2024-08-03,Activo
SOC-3430,60,Masculino,Mérida,2024-09-23,Inactivo
SOC-3431,35,Otro,Querétaro,2024-12-24,Activo
SOC-3432,26,Femenino,Tijuana,2025-04-05,Activo
SOC-3433,24,Otro,Mérida,2024-11-12,Activo
SOC-3434,25,Femenino,CDMX,2025-02-05,Activo
SOC-3435,24,Femenino,Guadalajara,2024-11-07,Activo
SOC-3436,30,Femenino,Tijuana,2024-09-24,Activo
SOC-3437,30,Femenino,Mérida,2024-07-28,Activo
SOC-3438,36,Masculino,CDMX,2024-10-07,Activo
SOC-3439,49,Masculino,Mérida,2025-04-22,Activo
SOC-3440,48,Femenino,Guadalajara,2024-01-02,Activo
SOC-3441,18,Otro,CDMX,2025-04-09,Cancelado
SOC-3442,25,Otro,Mérida,2024-09-09,Activo
SOC-3443,27,Masculino,Tijuana,2024-09-18,Activo
SOC-3444,22,Otro,Mérida,2024-02-21,Activo
SOC-3445,34,Otro,Guadalajara,2024-08-21,Inactivo
SOC-3446,36,Femenino,Puebla,2024-01-26,Activo
SOC-3447,24,Masculino,Tijuana,2024-01-21,Activo
SOC-3448,36,Femenino,Tijuana,2024-12-12,Inactivo
SOC-3449,38,Femenino,Mérida,2024-02-29,Cancelado
SOC-3450,24,Masculino,CDMX,2025-03-12,Activo
SOC-3451,26,Otro,Mérida,2024-03-28,Activo
SOC-3452,39,Femenino,Puebla,2025-05-04,Activo
SOC-3453,57,Femenino,Mérida,2024-02-17,Inactivo
SOC-3454,41,Femenino,Guadalajara,2024-02-28,Activo
SOC-3455,43,Femenino,Puebla,2024-05-19,Activo
SOC-3456,42,Otro,Tijuana,2024-09-01,Cancelado
SOC-3457,69,Femenino,Mérida,2025-03-29,Activo
SOC-3458,69,Masculino,CDMX,2024-03-08,Activo
SOC-3459,62,Otro,CDMX,2025-04-27,Activo
SOC-3460,28,Masculino,Puebla,2025-04-11,Activo
SOC-3461,55,Femenino,Tijuana,2024-10-18,Activo
SOC-3462,61,Femenino,Guadalajara,2024-11-08,Activo
SOC-3463,42,Femenino,Querétaro,2024-01-15,Activo
SOC-3464,61,Otro,Guadalajara,2024-09-04,Activo
SOC-3465,49,Masculino,Puebla,2024-08-13,Cancelado
SOC-3466,20,Masculino,Monterrey,2024-12-01,Activo
SOC-3467,38,Masculino,Mérida,2025-03-20,Cancelado
SOC-3468,61,Otro,Tijuana,2025-01-15,Activo
SOC-3469,54,Otro,Querétaro,2024-04-24,Inactivo
SOC-3470,60,Femenino,Querétaro,2024-09-24,Inactivo
SOC-3471,62,Otro,Querétaro,2024-02-18,Activo
SOC-3472,45,Otro,Mérida,2024-05-07,Activo
SOC-3473,48,Femenino,Mérida,2024-12-12,Inactivo
SOC-3474,59,Femenino,Guadalajara,2025-03-05,Activo
SOC-3475,70,Otro,Querétaro,2024-01-28,Activo
SOC-3476,18,Otro,Guadalajara,2024-09-15,Activo
SOC-3477,48,Femenino,Tijuana,2024-03-25,Inactivo
SOC-3478,22,Femenino,Monterrey,2024-05-03,Inactivo
SOC-3479,39,Femenino,CDMX,2024-09-16,Inactivo
SOC-3480,32,Otro,Mérida,2024-07-12,Activo
SOC-3481,43,Masculino,CDMX,2024-08-23,Inactivo
SOC-3482,46,Otro,Puebla,2024-02-15,Activo
SOC-3483,49,Femenino,Monterrey,2024-03-01,Activo
SOC-3484,49,Otro,Mérida,2024-01-10,Activo
SOC-3485,24,Femenino,Puebla,2024-01-19,Activo
SOC-3486,53,Otro,CDMX,2025-02-26,Activo
SOC-3487,23,Otro,Querétaro,2024-11-22,Activo
SOC-3488,37,Otro,Querétaro,2024-04-15,Activo
SOC-3489,59,Otro,Puebla,2025-05-01,Activo
SOC-3490,39,Femenino,Tijuana,2024-01-28,Activo
SOC-3491,70,Masculino,Tijuana,2024-08-20,Activo
SOC-3492,39,Otro,Tijuana,2024-11-13,Activo
SOC-3493,56,Femenino,Mérida,2024-12-02,Activo
SOC-3494,41,Otro,Puebla,2024-02-28,Activo
SOC-3495,24,Otro,Guadalajara,2024-01-02,Activo
SOC-3496,39,Femenino,Tijuana,2024-11-20,Activo
SOC-3497,69,Femenino,Querétaro,2024-09-24,Activo
SOC-3498,41,Otro,CDMX,2024-01-24,Activo
SOC-3499,28,Femenino,Guadalajara,2025-02-24,Activo
SOC-3500,63,Otro,Mérida,2024-07-28,Inactivo
SOC-3501,24,Femenino,Querétaro,2024-04-10,Activo
SOC-3502,30,Masculino,Tijuana,2024-07-20,Activo
SOC-3503,31,Femenino,Tijuana,2025-02-04,Activo
SOC-3504,30,Otro,Monterrey,2024-02-25,Activo
SOC-3505,66,Femenino,CDMX,2025-04-19,Activo
SOC-3506,58,Otro,Querétaro,2024-03-04,Activo
SOC-3507,67,Femenino,Puebla,2024-12-03,Activo
SOC-3508,55,Otro,Guadalajara,2025-05-08,Activo
SOC-3509,49,Masculino,Querétaro,2025-01-11,Activo
SOC-3510,21,Otro,Puebla,2025-03-05,Inactivo
SOC-3511,55,Femenino,Querétaro,2025-02-03,Inactivo
SOC-3512,29,Otro,Querétaro,2024-03-29,Activo
SOC-3513,64,Masculino,CDMX,2024-07-17,Cancelado
SOC-3514,60,Otro,Querétaro,2025-03-27,Activo
SOC-3515,38,Otro,Puebla,2024-08-02,Activo
SOC-3516,56,Otro,Tijuana,2024-05-07,Activo
SOC-3517,35,Femenino,Monterrey,2025-05-11,Activo
SOC-3518,36,Femenino,Tijuana,2024-03-09,Inactivo
SOC-3519,26,Femenino,Querétaro,2024-12-24,Activo
SOC-3520,65,Otro,Monterrey,2025-03-07,Cancelado
SOC-3521,62,Otro,Tijuana,2024-06-09,Activo
SOC-3522,63,Otro,Querétaro,2024-11-19,Cancelado
SOC-3523,31,Masculino,Guadalajara,2024-11-15,Activo
SOC-3524,63,Femenino,Mérida,2024-06-25,Activo
SOC-3525,61,Masculino,Mérida,2024-11-28,Activo
SOC-3526,29,Otro,Querétaro,2024-12-21,Activo
SOC-3527,58,Femenino,Mérida,2024-02-29,Activo
SOC-3528,66,Femenino,Querétaro,2024-09-02,Activo
SOC-3529,55,Otro,Mérida,2024-12-29,Inactivo
SOC-3530,44,Otro,Mérida,2025-04-02,Activo
SOC-3531,52,Femenino,Tijuana,2024-08-04,Activo
SOC-3532,69,Masculino,Querétaro,2024-02-24,Activo
SOC-3533,19,Femenino,Guadalajara,2024-01-28,Activo
SOC-3534,60,Masculino,Guadalajara,2024-05-16,Activo
SOC-3535,66,Masculino,Monterrey,2024-12-15,Activo
SOC-3536,34,Masculino,Tijuana,2024-02-01,Activo
SOC-3537,62,Femenino,Guadalajara,2025-01-20,Activo
SOC-3538,52,Masculino,Monterrey,2025-02-20,Activo
SOC-3539,46,Masculino,Querétaro,2025-03-20,Activo
SOC-3540,61,Otro,Querétaro,2025-03-18,Activo
SOC-3541,32,Otro,Mérida,2024-10-14,Activo
SOC-3542,42,Masculino,Querétaro,2025-02-05,Activo
SOC-3543,68,Otro,Monterrey,2024-12-20,Activo
SOC-3544,60,Masculino,Puebla,2024-07-17,Activo
SOC-3545,44,Otro,Monterrey,2025-05-09,Cancelado
SOC-3546,53,Masculino,CDMX,2025-01-15,Activo
SOC-3547,34,Masculino,Querétaro,2025-03-20,Inactivo
SOC-3548,67,Femenino,Tijuana,2024-04-25,Activo
SOC-3549,58,Otro,Mérida,2024-11-27,Activo
SOC-3550,41,Otro,Querétaro,2025-01-13,Activo
SOC-3551,56,Masculino,Tijuana,2025-01-06,Cancelado
SOC-3552,30,Femenino,Puebla,2024-03-31,Activo
SOC-3553,61,Masculino,Guadalajara,2025-05-07,Inactivo
SOC-3554,29,Otro,Querétaro,2024-03-02,Inactivo
SOC-3555,42,Masculino,Puebla,2024-05-22,Activo
SOC-3556,53,Femenino,Guadalajara,2024-03-23,Activo
SOC-3557,55,Femenino,CDMX,2024-06-18,Activo
SOC-3558,47,Otro,Guadalajara,2024-01-21,Activo
SOC-3559,27,Femenino,Querétaro,2024-01-27,Inactivo
SOC-3560,67,Otro,Querétaro,2025-03-07,Cancelado
SOC-3561,60,Femenino,Puebla,2025-02-08,Activo
SOC-3562,54,Otro,Monterrey,2024-02-07,Activo
SOC-3563,68,Otro,Monterrey,2024-09-26,Inactivo
SOC-3564,32,Masculino,Querétaro,2024-02-04,Activo
SOC-3565,68,Otro,Guadalajara,2024-07-31,Inactivo
SOC-3566,52,Otro,Puebla,2024-02-17,Activo
SOC-3567,40,Masculino,Guadalajara,2024-12-05,Activo
SOC-3568,39,Femenino,Monterrey,2024-05-30,Activo
SOC-3569,31,Otro,Querétaro,2024-08-31,Activo
SOC-3570,53,Otro,CDMX,2024-02-28,Activo
SOC-3571,60,Femenino,Puebla,2024-05-03,Activo
SOC-3572,59,Otro,Querétaro,2024-05-04,Activo
SOC-3573,20,Otro,Monterrey,2024-07-14,Activo
SOC-3574,68,Masculino,Puebla,2024-05-11,Inactivo
SOC-3575,52,Otro,Monterrey,2024-01-13,Activo
SOC-3576,51,Femenino,Querétaro,2025-02-15,Activo
SOC-3577,50,Femenino,Puebla,2024-01-23,Activo
SOC-3578,36,Otro,Guadalajara,2024-06-13,Activo
SOC-3579,50,Masculino,CDMX,2024-03-26,Activo
SOC-3580,67,Otro,Querétaro,2024-01-04,Activo
SOC-3581,58,Masculino,Guadalajara,2024-12-09,Activo
SOC-3582,58,Masculino,Tijuana,2024-12-16,Activo
SOC-3583,45,Masculino,Guadalajara,2024-10-02,Activo
SOC-3584,62,Otro,Tijuana,2024-08-10,Activo
SOC-3585,59,Masculino,Mérida,2024-12-17,Cancelado
SOC-3586,27,Masculino,Puebla,2025-01-02,Activo
SOC-3587,39,Masculino,CDMX,2024-02-07,Activo
SOC-3588,21,Masculino,Tijuana,2024-05-08,Activo
SOC-3589,53,Masculino,Querétaro,2025-02-24,Activo
SOC-3590,32,Femenino,Puebla,2024-07-17,Activo
SOC-3591,46,Otro,Puebla,2024-08-09,Activo
SOC-3592,38,Masculino,Puebla,2024-12-10,Cancelado
SOC-3593,25,Otro,CDMX,2024-11-24,Activo
SOC-3594,64,Otro,CDMX,2025-01-22,Activo
SOC-3595,65,Otro,CDMX,2024-12-24,Activo
SOC-3596,22,Femenino,Querétaro,2024-02-24,Activo
SOC-3597,36,Otro,Monterrey,2024-11-06,Activo
SOC-3598,23,Femenino,Tijuana,2025-04-19,Activo
SOC-3599,46,Femenino,Puebla,2025-02-24,Activo
SOC-3600,60,Masculino,Puebla,2024-03-21,Inactivo
SOC-3601,52,Masculino,Guadalajara,2025-01-17,Activo
SOC-3602,43,Otro,Monterrey,2025-05-06,Activo
SOC-3603,58,Masculino,Monterrey,2024-12-12,Activo
SOC-3604,68,Otro,Mérida,2024-07-10,Activo
SOC-3605,18,Otro,Tijuana,2024-10-11,Activo
SOC-3606,27,Masculino,CDMX,2024-01-03,Activo
SOC-3607,54,Otro,Puebla,2024-10-02,Activo
SOC-3608,53,Masculino,Monterrey,2024-04-17,Inactivo
SOC-3609,65,Otro,Mérida,2024-06-25,Activo
SOC-3610,31,Femenino,Mérida,2025-03-11,Activo
SOC-3611,50,Masculino,Guadalajara,2024-04-04,Inactivo
SOC-3612,32,Otro,Tijuana,2024-05-09,Activo
SOC-3613,30,Masculino,Guadalajara,2024-12-09,Activo
SOC-3614,69,Otro,Tijuana,2024-01-28,Activo
SOC-3615,66,Otro,Puebla,2024-11-26,Activo
SOC-3616,53,Masculino,Monterrey,2024-12-09,Activo
SOC-3617,22,Femenino,CDMX,2024-04-11,Cancelado
SOC-3618,64,Otro,Puebla,2025-05-02,Activo
SOC-3619,39,Femenino,Guadalajara,2024-12-09,Activo
SOC-3620,59,Masculino,CDMX,2024-05-25,Activo
SOC-3621,57,Masculino,Guadalajara,2024-06-11,Activo
SOC-3622,49,Femenino,Monterrey,2024-11-11,Activo
SOC-3623,60,Femenino,Mérida,2024-10-26,Activo
SOC-3624,27,Otro,Querétaro,2024-07-05,Cancelado
SOC-3625,69,Femenino,Puebla,2024-03-27,Activo
SOC-3626,18,Femenino,Guadalajara,2025-02-06,Activo
SOC-3627,32,Otro,Mérida,2024-11-24,Activo
SOC-3628,45,Femenino,Tijuana,2024-07-03,Activo
SOC-3629,26,Otro,Mérida,2024-06-18,Activo
SOC-3630,48,Femenino,Puebla,2024-07-02,Activo
SOC-3631,67,Femenino,Puebla,2024-10-09,Inactivo
SOC-3632,24,Masculino,Mérida,2024-11-06,Activo
SOC-3633,23,Femenino,Tijuana,2025-02-27,Activo
SOC-3634,26,Otro,Guadalajara,2024-05-14,Inactivo
SOC-3635,64,Otro,CDMX,2025-01-07,Cancelado
SOC-3636,22,Masculino,Tijuana,2024-09-16,Activo
SOC-3637,58,Masculino,Tijuana,2024-10-24,Activo
SOC-3638,55,Femenino,Tijuana,2024-10-29,Activo
SOC-3639,31,Masculino,Querétaro,2024-05-13,Cancelado
SOC-3640,52,Otro,Puebla,2024-11-30,Cancelado
SOC-3641,67,Masculino,Monterrey,2024-07-19,Activo
SOC-3642,32,Otro,Mérida,2025-03-14,Inactivo
SOC-3643,36,Masculino,Puebla,2024-09-13,Activo
SOC-3644,50,Masculino,Puebla,2024-07-05,Activo
SOC-3645,50,Masculino,Mérida,2024-05-02,Activo
SOC-3646,69,Otro,Mérida,2024-03-25,Inactivo
SOC-3647,66,Otro,Guadalajara,2024-08-16,Activo
SOC-3648,28,Masculino,Querétaro,2025-04-30,Inactivo
SOC-3649,54,Otro,Tijuana,2025-05-10,Inactivo
SOC-3650,27,Otro,Mérida,2024-09-04,Activo
SOC-3651,40,Masculino,Guadalajara,2025-01-24,Activo
SOC-3652,49,Masculino,CDMX,2024-05-15,Activo
SOC-3653,41,Masculino,CDMX,2024-12-08,Activo
SOC-3654,31,Otro,Tijuana,2024-07-03,Activo
SOC-3655,42,Femenino,Puebla,2025-03-27,Activo
SOC-3656,20,Masculino,Mérida,2024-06-14,Cancelado
SOC-3657,24,Otro,Querétaro,2024-11-20,Activo
SOC-3658,35,Otro,Monterrey,2024-10-23,Activo
SOC-3659,52,Otro,Guadalajara,2024-07-11,Activo
SOC-3660,59,Femenino,Monterrey,2024-10-27,Activo
SOC-3661,59,Masculino,Querétaro,2024-05-08,Activo
SOC-3662,42,Masculino,Querétaro,2024-07-26,Activo
SOC-3663,40,Femenino,Puebla,2025-02-09,Cancelado
SOC-3664,48,Otro,CDMX,2024-09-13,Activo
SOC-3665,26,Femenino,Guadalajara,2024-04-27,Cancelado
SOC-3666,22,Otro,Mérida,2024-05-23,Inactivo
SOC-3667,31,Masculino,Guadalajara,2024-03-21,Activo
SOC-3668,41,Otro,Mérida,2025-02-22,Cancelado
SOC-3669,25,Otro,Guadalajara,2024-07-31,Activo
SOC-3670,69,Femenino,Mérida,2024-02-28,Inactivo
SOC-3671,48,Otro,Puebla,2024-09-02,Activo
SOC-3672,31,Otro,Guadalajara,2024-11-27,Inactivo
SOC-3673,44,Masculino,Guadalajara,2024-01-23,Inactivo
SOC-3674,26,Otro,Querétaro,2024-03-23,Inactivo
SOC-3675,26,Otro,Querétaro,2024-01-21,Inactivo
SOC-3676,54,Masculino,CDMX,2024-03-26,Activo
SOC-3677,34,Masculino,Querétaro,2025-05-05,Activo
SOC-3678,43,Otro,Querétaro,2024-11-22,Activo
SOC-3679,19,Otro,Mérida,2024-12-04,Activo
SOC-3680,70,Femenino,CDMX,2024-04-20,Activo
SOC-3681,46,Otro,Puebla,2025-03-20,Activo
SOC-3682,48,Masculino,Guadalajara,2025-03-01,Cancelado
SOC-3683,44,Otro,Guadalajara,2025-02-10,Activo
SOC-3684,55,Masculino,Querétaro,2024-12-03,Inactivo
SOC-3685,50,Femenino,Guadalajara,2025-01-05,Activo
SOC-3686,61,Femenino,Puebla,2024-11-01,Inactivo
SOC-3687,55,Masculino,Guadalajara,2024-07-12,Cancelado
SOC-3688,42,Masculino,CDMX,2024-01-09,Activo
SOC-3689,30,Otro,Tijuana,2025-04-10,Activo
SOC-3690,50,Otro,Puebla,2025-02-27,Inactivo
SOC-3691,27,Otro,CDMX,2024-03-31,Activo
SOC-3692,48,Otro,Querétaro,2024-01-20,Activo
SOC-3693,68,Otro,Querétaro,2025-01-20,Activo
SOC-3694,25,Masculino,Puebla,2024-12-03,Activo
SOC-3695,26,Otro,Querétaro,2025-02-27,Activo
SOC-3696,18,Otro,Mérida,2024-08-08,Activo
SOC-3697,51,Femenino,Monterrey,2025-03-23,Activo
SOC-3698,20,Otro,Querétaro,2024-08-07,Activo
SOC-3699,32,Femenino,Tijuana,2025-01-28,Cancelado
SOC-3700,42,Femenino,Querétaro,2025-02-15,Activo
SOC-3701,65,Otro,Querétaro,2024-02-20,Cancelado
SOC-3702,45,Masculino,Monterrey,2024-09-01,Activo
SOC-3703,67,Masculino,Tijuana,2024-02-12,Activo
SOC-3704,36,Otro,Querétaro,2024-07-28,Activo
SOC-3705,34,Masculino,CDMX,2024-12-29,Activo
SOC-3706,65,Masculino,Querétaro,2024-09-24,Activo
SOC-3707,25,Otro,CDMX,2024-07-11,Activo
SOC-3708,59,Masculino,Mérida,2025-02-15,Activo
SOC-3709,38,Femenino,Monterrey,2024-02-24,Activo
SOC-3710,27,Femenino,Mérida,2024-10-26,Activo
SOC-3711,34,Femenino,Tijuana,2024-10-01,Activo
SOC-3712,45,Otro,Monterrey,2024-11-09,Activo
SOC-3713,35,Otro,Puebla,2025-01-21,Inactivo
SOC-3714,31,Femenino,Querétaro,2025-02-05,Activo
SOC-3715,53,Femenino,Guadalajara,2024-07-08,Activo
SOC-3716,53,Otro,Puebla,2024-05-09,Cancelado
SOC-3717,37,Otro,Monterrey,2025-01-31,Activo
SOC-3718,63,Femenino,Mérida,2024-03-11,Activo
SOC-3719,60,Masculino,Mérida,2024-04-27,Cancelado
SOC-3720,46,Otro,Guadalajara,2024-02-21,Activo
SOC-3721,31,Otro,Puebla,2025-02-06,Activo
SOC-3722,39,Otro,Querétaro,2024-12-22,Activo
SOC-3723,61,Otro,CDMX,2024-03-23,Activo
SOC-3724,42,Otro,CDMX,2025-02-15,Activo
SOC-3725,23,Masculino,Puebla,2025-04-19,Activo
SOC-3726,56,Femenino,CDMX,2024-02-02,Activo
SOC-3727,34,Masculino,Monterrey,2024-02-10,Activo
SOC-3728,56,Masculino,Mérida,2024-07-15,Cancelado
SOC-3729,43,Otro,Mérida,2024-09-23,Inactivo
SOC-3730,36,Otro,Querétaro,2024-01-30,Activo
SOC-3731,67,Masculino,Mérida,2024-09-10,Activo
SOC-3732,46,Masculino,Guadalajara,2025-03-11,Activo
SOC-3733,60,Otro,Monterrey,2024-04-09,Activo
SOC-3734,20,Otro,Querétaro,2024-09-21,Activo
SOC-3735,62,Masculino,Querétaro,2024-03-27,Activo
SOC-3736,61,Masculino,Monterrey,2024-05-02,Inactivo
SOC-3737,59,Masculino,Guadalajara,2024-02-14,Activo
SOC-3738,35,Femenino,Monterrey,2024-12-08,Activo
SOC-3739,43,Femenino,Querétaro,2024-04-12,Activo
SOC-3740,51,Masculino,Mérida,2024-12-26,Activo
SOC-3741,22,Masculino,Querétaro,2024-05-25,Inactivo
SOC-3742,64,Otro,Querétaro,2024-06-27,Activo
SOC-3743,40,Femenino,Guadalajara,2024-11-06,Inactivo
SOC-3744,30,Femenino,Puebla,2024-10-21,Activo
SOC-3745,18,Femenino,Guadalajara,2024-07-27,Activo
SOC-3746,50,Masculino,Querétaro,2024-02-07,Activo
SOC-3747,50,Femenino,Monterrey,2025-04-29,Activo
SOC-3748,25,Otro,Monterrey,2025-03-24,Activo
SOC-3749,52,Otro,Monterrey,2024-12-21,Inactivo
SOC-3750,46,Femenino,Querétaro,2024-09-04,Activo
SOC-3751,67,Masculino,Tijuana,2024-06-22,Activo
SOC-3752,67,Femenino,Mérida,2024-08-23,Activo
SOC-3753,55,Masculino,Puebla,2024-02-29,Activo
SOC-3754,34,Masculino,Puebla,2024-11-20,Activo
SOC-3755,68,Masculino,Mérida,2024-12-25,Cancelado
SOC-3756,32,Femenino,Puebla,2025-05-04,Inactivo
SOC-3757,40,Otro,Querétaro,2024-01-05,Cancelado
SOC-3758,62,Femenino,Guadalajara,2024-05-27,Activo
SOC-3759,23,Femenino,Mérida,2025-01-18,Activo
SOC-3760,70,Femenino,CDMX,2024-10-10,Activo
SOC-3761,29,Femenino,Monterrey,2024-06-30,Activo
SOC-3762,31,Otro,Monterrey,2024-04-03,Inactivo
SOC-3763,65,Otro,Guadalajara,2024-09-12,Activo
SOC-3764,65,Masculino,Guadalajara,2025-01-11,Activo
SOC-3765,33,Femenino,Guadalajara,2024-04-27,Activo
SOC-3766,30,Masculino,Tijuana,2024-11-12,Activo
SOC-3767,40,Masculino,Tijuana,2024-02-24,Activo
SOC-3768,25,Masculino,Mérida,2025-05-04,Activo
SOC-3769,60,Femenino,Querétaro,2024-01-04,Activo
SOC-3770,66,Otro,CDMX,2025-03-10,Activo
SOC-3771,48,Femenino,Querétaro,2024-06-10,Activo
SOC-3772,49,Otro,Tijuana,2024-05-20,Inactivo
SOC-3773,49,Masculino,Tijuana,2025-04-13,Inactivo
SOC-3774,50,Femenino,Puebla,2024-04-23,Cancelado
SOC-3775,66,Otro,Guadalajara,2024-01-28,Inactivo
SOC-3776,51,Femenino,Puebla,2025-04-26,Activo
SOC-3777,52,Masculino,Querétaro,2024-06-26,Activo
SOC-3778,43,Otro,Tijuana,2024-03-30,Activo
SOC-3779,47,Masculino,Mérida,2024-09-22,Activo
SOC-3780,47,Femenino,Mérida,2024-01-05,Inactivo
SOC-3781,18,Otro,Guadalajara,2024-07-13,Activo
SOC-3782,55,Masculino,Monterrey,2024-07-04,Cancelado
SOC-3783,57,Femenino,Guadalajara,2024-10-07,Activo
SOC-3784,34,Masculino,Monterrey,2024-08-29,Activo
SOC-3785,57,Femenino,Monterrey,2024-04-04,Activo
SOC-3786,49,Femenino,Guadalajara,2024-08-02,Inactivo
SOC-3787,62,Femenino,Monterrey,2025-03-13,Activo
SOC-3788,43,Femenino,Puebla,2024-04-02,Activo
SOC-3789,54,Masculino,Querétaro,2024-12-17,Activo
SOC-3790,32,Masculino,Mérida,2024-05-18,Activo
SOC-3791,69,Masculino,Querétaro,2024-08-09,Activo
SOC-3792,42,Masculino,Guadalajara,2025-02-13,Activo
SOC-3793,65,Masculino,Puebla,2025-02-16,Activo
SOC-3794,18,Masculino,Puebla,2024-09-12,Activo
SOC-3795,26,Otro,Querétaro,2024-09-30,Activo
SOC-3796,64,Femenino,Tijuana,2024-09-06,Activo
SOC-3797,37,Femenino,Querétaro,2025-03-15,Activo
SOC-3798,54,Masculino,Puebla,2024-02-20,Activo
SOC-3799,62,Masculino,CDMX,2024-04-20,Activo
SOC-3800,70,Femenino,Puebla,2025-03-05,Activo
